subgroup,Foodgroup,N,Mean_Intake,SE_Intake,sigma_u_wgt,Food_label,Food_desc,pro_gro
13,fruit_juice,215,0.33,0.06,0.48,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8255813434855255
14,fruit_juice,155,0.33,0.06,0.46,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6390743927677998
15,fruit_juice,198,0.33,0.06,0.47,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7999855608306582
16,fruit_juice,134,0.3,0.05,0.42,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6226379602201764
17,fruit_juice,245,0.17,0.03,0.25,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6787367066281189
18,fruit_juice,201,0.25,0.05,0.36,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8932919332570545
19,fruit_juice,236,0.26,0.04,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8741993747889042
20,fruit_juice,138,0.16,0.08,0.23,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7407918741195193
21,fruit_juice,234,0.29,0.06,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8367517398977046
22,fruit_juice,161,0.32,0.05,0.46,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7501133713125238
23,fruit_juice,198,0.34,0.05,0.47,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.843372787651622
24,fruit_juice,162,0.24,0.07,0.34,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.97028851677727
25,fruit_juice,269,0.23,0.03,0.33,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.92567222326259
26,fruit_juice,243,0.29,0.05,0.42,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8044337052836715
27,fruit_juice,297,0.26,0.03,0.38,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8512193487971169
28,fruit_juice,136,0.15,0.02,0.22,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.863131154543502
29,fruit_juice,291,0.15,0.02,0.22,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8476010332250805
30,fruit_juice,238,0.32,0.05,0.45,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6780717093897775
31,fruit_juice,263,0.33,0.05,0.46,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7607121227689502
32,fruit_juice,132,0.25,0.08,0.35,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.9292826788647424
33,fruit_juice,249,0.23,0.03,0.32,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.9284158072316404
34,fruit_juice,134,0.29,0.04,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7907054691519508
35,fruit_juice,203,0.29,0.04,0.44,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8596121889381593
36,fruit_juice,89,0.28,0.06,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7577799603130325
37,fruit_juice,286,0.26,0.03,0.36,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8381837946239477
38,fruit_juice,158,0.35,0.06,0.5,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8594566206000354
39,fruit_juice,184,0.28,0.05,0.4,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7216547892553908
40,fruit_juice,84,0.14,0.04,0.21,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6695522871760323
41,fruit_juice,310,0.2,0.03,0.29,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8897807723731973
42,fruit_juice,95,0.42,0.08,0.56,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.975791618697642
43,fruit_juice,85,0.26,0.06,0.38,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.9559734910371313
44,fruit_juice,44,0.24,0.07,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7960257631687294
45,fruit_juice,334,0.28,0.03,0.4,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8998065141470041
46,fruit_juice,82,0.26,0.04,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8786554780589857
47,fruit_juice,58,0.29,0.08,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.976515029536248
48,fruit_juice,36,0.17,0.07,0.26,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.907688756958177
1,fruit_tot,381,0.87,0.06,0.65,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8405331343830817
2,fruit_tot,282,0.81,0.07,0.62,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8133540452405242
3,fruit_tot,337,0.95,0.05,0.7,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7553106950488158
4,fruit_tot,234,0.88,0.08,0.67,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8764736352734666
5,fruit_tot,354,0.91,0.07,0.68,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.817441385504429
6,fruit_tot,240,0.79,0.11,0.6,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.6436901416552075
7,fruit_tot,290,1.05,0.07,0.75,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7903243084500224
8,fruit_tot,235,0.97,0.07,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8550707096829754
9,fruit_tot,237,0.73,0.06,0.57,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8690629538053218
10,fruit_tot,199,0.85,0.07,0.63,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7681193699935788
11,fruit_tot,252,1.01,0.08,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8598913951815358
12,fruit_tot,141,0.84,0.11,0.63,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9002660297983613
13,fruit_tot,215,0.98,0.11,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8816734799220775
14,fruit_tot,155,0.85,0.08,0.64,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7880765427233696
15,fruit_tot,198,1.03,0.08,0.74,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7798497433731071
16,fruit_tot,134,1.22,0.07,0.84,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8350894330003746
17,fruit_tot,245,0.74,0.07,0.57,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8628131165210411
18,fruit_tot,201,0.88,0.09,0.65,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8351434633029438
19,fruit_tot,236,1.08,0.07,0.77,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8806736759058009
20,fruit_tot,138,1.11,0.11,0.78,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8425458385928415
21,fruit_tot,234,0.82,0.07,0.62,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8259227554746966
22,fruit_tot,161,0.85,0.11,0.64,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7826130459882795
23,fruit_tot,198,1.06,0.07,0.76,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8342302326374355
24,fruit_tot,162,1.14,0.18,0.8,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8678122524920708
25,fruit_tot,269,0.76,0.06,0.59,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.85090309352729665
26,fruit_tot,243,0.98,0.09,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8314847696436303
27,fruit_tot,297,1,0.09,0.71,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8880575978303511
28,fruit_tot,136,1.05,0.09,0.76,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8741003185071168
29,fruit_tot,291,0.67,0.05,0.52,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8800143273459424
30,fruit_tot,238,0.91,0.09,0.66,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7716629012260188
31,fruit_tot,263,1.11,0.08,0.79,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8133728006557335
32,fruit_tot,132,1.42,0.17,0.96,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8980269659317593
33,fruit_tot,249,0.85,0.05,0.63,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9017131167781304
34,fruit_tot,134,0.78,0.07,0.6,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8560936015196264
35,fruit_tot,203,1.1,0.08,0.79,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8958406710575759
36,fruit_tot,89,1.37,0.11,0.94,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8982370605130122
37,fruit_tot,286,1.07,0.08,0.76,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8716493553349479
38,fruit_tot,158,1.03,0.09,0.75,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8817678372322229
39,fruit_tot,184,1.2,0.11,0.84,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8754052717320233
40,fruit_tot,84,1.1,0.12,0.78,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8941270443652408
41,fruit_tot,310,0.94,0.05,0.69,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8901464125920864
42,fruit_tot,95,1.18,0.09,0.82,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.863266595818134
43,fruit_tot,85,0.95,0.13,0.7,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.879701190980093
44,fruit_tot,44,1.03,0.11,0.77,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8452527112295894
45,fruit_tot,334,1.01,0.06,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8711364903925658
46,fruit_tot,82,0.93,0.1,0.69,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9127908068460556
47,fruit_tot,58,0.83,0.09,0.63,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9655373395515368
48,fruit_tot,36,0.83,0.16,0.62,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8542994955567097
1,gr_refined,381,5.33,0.14,1.61,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5746620746930159
2,gr_refined,282,5.36,0.16,1.61,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.4834044387209231
3,gr_refined,337,6.14,0.24,1.72,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5751252506481791
4,gr_refined,234,5.63,0.26,1.66,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5638049239638141
5,gr_refined,354,5.68,0.14,1.66,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5049298647737818
6,gr_refined,240,5.54,0.22,1.64,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.4864223632294618
7,gr_refined,290,6.43,0.24,1.76,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5207883202415338
8,gr_refined,235,5.99,0.22,1.71,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5081521400798745
9,gr_refined,237,5.13,0.2,1.6,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6116272197817509
10,gr_refined,199,5.13,0.21,1.58,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5210177929933639
11,gr_refined,252,6.58,0.35,1.76,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6584768830260742
12,gr_refined,141,5.79,0.29,1.67,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6413316740835229
13,gr_refined,215,4.48,0.18,1.51,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5254000997049113
14,gr_refined,155,5.12,0.2,1.58,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5199616956911308
