diet_pattern,food_cat,food_group,outcome,impact_median_year,LB_year,UB_year,impact_median_day,LB_day,UB_day
Med,Protein,pf_ns,CVD (deaths),-18774.1446277106,-12847.8564782585,-25154.2460912343,0,0,0
US,Protein,pf_ns,CVD (deaths),-18774.1446277106,-12847.8564782585,-25154.2460912343,0,0,0
Veg,Protein,pf_ns,CVD (deaths),-68826.5072541844,-60500.2618401672,-76783.3008548782,0,0,0
Vegan,Protein,pf_ns,CVD (deaths),-68826.3827054577,-60500.1869503664,-76783.297083725,0,0,0
DGAplus,Protein,pf_pm,CVD (deaths),-65565.6304638159,-56318.3734263116,-74521.9066752345,0,0,0
Med,Protein,pf_pm,CVD (deaths),-19527.9553502249,-15540.1625209429,-23795.9727833361,0,0,0
US,Protein,pf_pm,CVD (deaths),-19527.9553502249,-15540.1625209429,-23795.9727833361,0,0,0
Veg,Protein,pf_pm,CVD (deaths),-65565.6304638159,-56318.3734263116,-74521.9066752345,0,0,0
Vegan,Protein,pf_pm,CVD (deaths),-65565.6304638159,-56318.3734263116,-74521.9066752345,0,0,0
DGAplus,Protein,pf_poultry,CVD (deaths),-0,-0,-0,0,0,0
Med,Protein,pf_poultry,CVD (deaths),-0,-0,-0,0,0,0
US,Protein,pf_poultry,CVD (deaths),-0,-0,-0,0,0,0
Veg,Protein,pf_poultry,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Protein,pf_poultry,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Protein,pf_poultry_tot,CVD (deaths),-0,-0,-0,0,0,0
Med,Protein,pf_poultry_tot,CVD (deaths),-0,-0,-0,0,0,0
US,Protein,pf_poultry_tot,CVD (deaths),-0,-0,-0,0,0,0
Veg,Protein,pf_poultry_tot,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Protein,pf_poultry_tot,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Protein,pf_redm,CVD (deaths),-23789.1168136619,-21944.8160907882,-25841.911192276,0,0,0
Med,Protein,pf_redm,CVD (deaths),-6350.10982927051,-5053.75418738774,-7755.09594812829,0,0,0
US,Protein,pf_redm,CVD (deaths),-6350.10982927051,-5053.75418738774,-7755.09594812829,0,0,0
Veg,Protein,pf_redm,CVD (deaths),-35792.8694104416,-33196.764672742,-38498.1020672178,0,0,0
Vegan,Protein,pf_redm,CVD (deaths),-35792.8694104416,-33196.764672742,-38498.1020672178,0,0,0
DGAplus,Protein,pf_redm_tot,CVD (deaths),-0,-0,-0,0,0,0
Med,Protein,pf_redm_tot,CVD (deaths),-0,-0,-0,0,0,0
US,Protein,pf_redm_tot,CVD (deaths),-0,-0,-0,0,0,0
Veg,Protein,pf_redm_tot,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Protein,pf_redm_tot,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Protein,pf_seafood,CVD (deaths),-5907.899999363,-4646.6780956201,-7341.94775256649,0,0,0
Med,Protein,pf_seafood,CVD (deaths),-14520.4071640694,-11512.413788533,-17671.4130089287,0,0,0
US,Protein,pf_seafood,CVD (deaths),-7604.19630677833,-6017.92321880991,-9370.74876099921,0,0,0
Veg,Protein,pf_seafood,CVD (deaths),-0.232093832591122,-7.4797062102369e-5,-4.17775818079937,0,0,0
Vegan,Protein,pf_seafood,CVD (deaths),-0.232093832591122,-7.4797062102369e-5,-4.17775818079937,0,0,0
DGAplus,Other,sat_fat,CVD (deaths),-0,-0,-0,0,0,0
Med,Other,sat_fat,CVD (deaths),-0,-0,-0,0,0,0
US,Other,sat_fat,CVD (deaths),-0,-0,-0,0,0,0
Veg,Other,sat_fat,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Other,sat_fat,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Other,sodium,CVD (deaths),-45007.0705495922,-41542.6877534984,-48740.417607984,0,0,0
Med,Other,sodium,CVD (deaths),-35568.3464811058,-32734.834593477,-38673.6531305246,0,0,0
US,Other,sodium,CVD (deaths),-35568.3464811058,-32734.834593477,-38673.6531305246,0,0,0
Veg,Other,sodium,CVD (deaths),-35568.3464811058,-32734.834593477,-38673.6531305246,0,0,0
Vegan,Other,sodium,CVD (deaths),-35568.3464811058,-32734.834593477,-38673.6531305246,0,0,0
DGAplus,Other,ssb,CVD (deaths),-76235.889496381307,-70196.920128223,-82969.288129216,0,0,0
Med,Other,ssb,CVD (deaths),-45187.4608299836,-40601.6277988179,-50178.5213106778,0,0,0
US,Other,ssb,CVD (deaths),-45187.4608299836,-40601.6277988179,-50178.5213106778,0,0,0
Veg,Other,ssb,CVD (deaths),-45187.4608299836,-40601.6277988179,-50178.5213106778,0,0,0
Vegan,Other,ssb,CVD (deaths),-45187.4608299836,-40601.6277988179,-50178.5213106778,0,0,0
DGAplus,Vegetables,veg_dg,CVD (deaths),-0,-0,-0,0,0,0
Med,Vegetables,veg_dg,CVD (deaths),-0,-0,-0,0,0,0
US,Vegetables,veg_dg,CVD (deaths),-0,-0,-0,0,0,0
Veg,Vegetables,veg_dg,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_dg,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Vegetables,veg_exc_sta,CVD (deaths),-20586.7031288971,-18103.3815312569,-23016.3426944475,0,0,0
Med,Vegetables,veg_exc_sta,CVD (deaths),-20586.7031288971,-18103.3815312569,-23016.3426944475,0,0,0
US,Vegetables,veg_exc_sta,CVD (deaths),-20586.7031288971,-18103.3815312569,-23016.3426944475,0,0,0
Veg,Vegetables,veg_exc_sta,CVD (deaths),-20586.7031288971,-18103.3815312569,-23016.3426944475,0,0,0
Vegan,Vegetables,veg_exc_sta,CVD (deaths),-20586.7031288971,-18103.3815312569,-23016.3426944475,0,0,0
DGAplus,Vegetables,veg_oth,CVD (deaths),-0,-0,-0,0,0,0
Med,Vegetables,veg_oth,CVD (deaths),-0,-0,-0,0,0,0
US,Vegetables,veg_oth,CVD (deaths),-0,-0,-0,0,0,0
Veg,Vegetables,veg_oth,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_oth,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Vegetables,veg_ro,CVD (deaths),-0,-0,-0,0,0,0
Med,Vegetables,veg_ro,CVD (deaths),-0,-0,-0,0,0,0
US,Vegetables,veg_ro,CVD (deaths),-0,-0,-0,0,0,0
Veg,Vegetables,veg_ro,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_ro,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Vegetables,veg_sta,CVD (deaths),-0,-0,-0,0,0,0
Med,Vegetables,veg_sta,CVD (deaths),-0,-0,-0,0,0,0
US,Vegetables,veg_sta,CVD (deaths),-0,-0,-0,0,0,0
Veg,Vegetables,veg_sta,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_sta,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Other,added_sugar,Cancer (cases),-0,-0,-0,0,0,0
Med,Other,added_sugar,Cancer (cases),-0,-0,-0,0,0,0
US,Other,added_sugar,Cancer (cases),-0,-0,-0,0,0,0
Veg,Other,added_sugar,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Other,added_sugar,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_cow,Cancer (cases),-0,-0,-0,0,0,0
Med,Dairy,dairy_cow,Cancer (cases),-0,-0,-0,0,0,0
US,Dairy,dairy_cow,Cancer (cases),-0,-0,-0,0,0,0
Veg,Dairy,dairy_cow,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Dairy,dairy_cow,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_soy,Cancer (cases),-0,-0,-0,0,0,0
Med,Dairy,dairy_soy,Cancer (cases),-0,-0,-0,0,0,0
US,Dairy,dairy_soy,Cancer (cases),-0,-0,-0,0,0,0
Veg,Dairy,dairy_soy,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Dairy,dairy_soy,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_tot,Cancer (cases),-10960.2028733254,-10138.1156341459,-11743.3778792277,0,0,0
Med,Dairy,dairy_tot,Cancer (cases),-4687.51200754628,-4281.89690999016,-5094.52018289948,0,0,0
US,Dairy,dairy_tot,Cancer (cases),-10960.2028733254,-10138.1156341459,-11743.3778792277,0,0,0
Veg,Dairy,dairy_tot,Cancer (cases),-10960.2028733254,-10138.1156341459,-11743.3778792277,0,0,0
Vegan,Dairy,dairy_tot,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_tot_calculated,Cancer (cases),-10960.2028733254,-10138.1156341459,-11743.3778792277,0,0,0
Med,Dairy,dairy_tot_calculated,Cancer (cases),-4687.51200754628,-4281.89690999016,-5094.52018289948,0,0,0
US,Dairy,dairy_tot_calculated,Cancer (cases),-10960.2028733254,-10138.1156341459,-11743.3778792277,0,0,0
Veg,Dairy,dairy_tot_calculated,Cancer (cases),-10960.2028733254,-10138.1156341459,-11743.3778792277,0,0,0
Vegan,Dairy,dairy_tot_calculated,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Fruit,fruit_exc_juice,Cancer (cases),-8515.31612382055,-6719.28784078617,-10204.3347724097,0,0,0
Med,Fruit,fruit_exc_juice,Cancer (cases),-8021.43817757053,-6322.68750493744,-9625.17771734459,0,0,0
US,Fruit,fruit_exc_juice,Cancer (cases),-5618.58167755026,-4402.8730390245,-6811.86233667168,0,0,0
Veg,Fruit,fruit_exc_juice,Cancer (cases),-5618.58167755026,-4402.8730390245,-6811.86233667168,0,0,0
Vegan,Fruit,fruit_exc_juice,Cancer (cases),-5618.58167755026,-4402.8730390245,-6811.86233667168,0,0,0
DGAplus,Fruit,fruit_juice,Cancer (cases),-0,-0,-0,0,0,0
Med,Fruit,fruit_juice,Cancer (cases),-0,-0,-0,0,0,0
US,Fruit,fruit_juice,Cancer (cases),-0,-0,-0,0,0,0
Veg,Fruit,fruit_juice,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Fruit,fruit_juice,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Grains,gr_refined,Cancer (cases),-0,-0,-0,0,0,0
Med,Grains,gr_refined,Cancer (cases),-0,-0,-0,0,0,0
US,Grains,gr_refined,Cancer (cases),-0,-0,-0,0,0,0
Veg,Grains,gr_refined,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Grains,gr_refined,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Grains,gr_whole,Cancer (cases),-30721.4938861771,-28357.4799653902,-33047.4792216849,0,0,0
Med,Grains,gr_whole,Cancer (cases),-30721.4938861771,-28357.4799653902,-33047.4792216849,0,0,0
US,Grains,gr_whole,Cancer (cases),-30721.4938861771,-28357.4799653902,-33047.4792216849,0,0,0
Veg,Grains,gr_whole,Cancer (cases),-30721.4938861771,-28357.4799653902,-33047.4792216849,0,0,0
Vegan,Grains,gr_whole,Cancer (cases),-30721.4938861771,-28357.4799653902,-33047.4792216849,0,0,0
DGAplus,Protein,leg_tot,Cancer (cases),-8007.06721941468,-7358.54010351294,-8761.05086187429,0,0,0
Med,Protein,leg_tot,Cancer (cases),-2669.48273093932,-2375.9519942211,-2988.4526853689,0,0,0
US,Protein,leg_tot,Cancer (cases),-2669.48273093932,-2375.9519942211,-2988.4526853689,0,0,0
Veg,Protein,leg_tot,Cancer (cases),-13205.4136309007,-12146.4379255158,-14335.6300253564,0,0,0
Vegan,Protein,leg_tot,Cancer (cases),-13205.4136309007,-12146.4379255158,-14335.6300253564,0,0,0
DGAplus,Other,oil,Cancer (cases),-0,-0,-0,0,0,0
Med,Other,oil,Cancer (cases),-0,-0,-0,0,0,0
US,Other,oil,Cancer (cases),-0,-0,-0,0,0,0
Veg,Other,oil,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Other,oil,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Protein,pf_egg,Cancer (cases),-0,-0,-0,0,0,0
Med,Protein,pf_egg,Cancer (cases),-0,-0,-0,0,0,0
US,Protein,pf_egg,Cancer (cases),-0,-0,-0,0,0,0
Veg,Protein,pf_egg,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Protein,pf_egg,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Protein,pf_ns,Cancer (cases),-1174.07279475001,-1024.81298534888,-1322.16900118428,0,0,0
Med,Protein,pf_ns,Cancer (cases),-257.922127720109,-176.277778559413,-346.873359815132,0,0,0
US,Protein,pf_ns,Cancer (cases),-257.922127720109,-176.277778559413,-346.873359815132,0,0,0
Veg,Protein,pf_ns,Cancer (cases),-1174.07279475001,-1024.81298534888,-1322.16900118428,0,0,0
Vegan,Protein,pf_ns,Cancer (cases),-1172.09453728542,-1023.0784302292,-1320.41880927073,0,0,0
DGAplus,Protein,pf_pm,Cancer (cases),-14063.7889141445,-12359.4528117019,-15780.9324313274,0,0,0
Med,Protein,pf_pm,Cancer (cases),-3748.92814031232,-2995.76938758451,-4583.99506198407,0,0,0
US,Protein,pf_pm,Cancer (cases),-3748.92814031232,-2995.76938758451,-4583.99506198407,0,0,0
Veg,Protein,pf_pm,Cancer (cases),-14063.7889141445,-12359.4528117019,-15780.9324313274,0,0,0
Vegan,Protein,pf_pm,Cancer (cases),-14063.7889141445,-12359.4528117019,-15780.9324313274,0,0,0
DGAplus,Protein,pf_poultry,Cancer (cases),-0,-0,-0,0,0,0
Med,Protein,pf_poultry,Cancer (cases),-0,-0,-0,0,0,0
US,Protein,pf_poultry,Cancer (cases),-0,-0,-0,0,0,0
Veg,Protein,pf_poultry,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Protein,pf_poultry,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Protein,pf_poultry_tot,Cancer (cases),-0,-0,-0,0,0,0
Med,Protein,pf_poultry_tot,Cancer (cases),-0,-0,-0,0,0,0
US,Protein,pf_poultry_tot,Cancer (cases),-0,-0,-0,0,0,0
Veg,Protein,pf_poultry_tot,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Protein,pf_poultry_tot,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Protein,pf_redm,Cancer (cases),-6039.05372306681,-4809.0001978304,-7458.89049023285,0,0,0
Med,Protein,pf_redm,Cancer (cases),-1657.08745124986,-1215.214636381,-2277.0277680822,0,0,0
US,Protein,pf_redm,Cancer (cases),-1657.08745124986,-1215.214636381,-2277.0277680822,0,0,0
Veg,Protein,pf_redm,Cancer (cases),-9072.95916028754,-7263.43964016564,-11073.3848938591,0,0,0
Vegan,Protein,pf_redm,Cancer (cases),-9072.95916028754,-7263.43964016564,-11073.3848938591,0,0,0
DGAplus,Protein,pf_redm_tot,Cancer (cases),-0,-0,-0,0,0,0
Med,Protein,pf_redm_tot,Cancer (cases),-0,-0,-0,0,0,0
US,Protein,pf_redm_tot,Cancer (cases),-0,-0,-0,0,0,0
Veg,Protein,pf_redm_tot,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Protein,pf_redm_tot,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Protein,pf_seafood,Cancer (cases),-0,-0,-0,0,0,0
Med,Protein,pf_seafood,Cancer (cases),-0,-0,-0,0,0,0
US,Protein,pf_seafood,Cancer (cases),-0,-0,-0,0,0,0
Veg,Protein,pf_seafood,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Protein,pf_seafood,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Other,sat_fat,Cancer (cases),-0,-0,-0,0,0,0
Med,Other,sat_fat,Cancer (cases),-0,-0,-0,0,0,0
US,Other,sat_fat,Cancer (cases),-0,-0,-0,0,0,0
Veg,Other,sat_fat,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Other,sat_fat,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Other,sodium,Cancer (cases),-0,-0,-0,0,0,0
Med,Other,sodium,Cancer (cases),-0,-0,-0,0,0,0
US,Other,sodium,Cancer (cases),-0,-0,-0,0,0,0
Veg,Other,sodium,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Other,sodium,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Other,ssb,Cancer (cases),-4986.18054684205,-4570.57865017544,-5468.04319690454,0,0,0
Med,Other,ssb,Cancer (cases),-2756.56739904455,-2421.45219265296,-3124.88127783612,0,0,0
US,Other,ssb,Cancer (cases),-2756.56739904455,-2421.45219265296,-3124.88127783612,0,0,0
Veg,Other,ssb,Cancer (cases),-2756.56739904455,-2421.45219265296,-3124.88127783612,0,0,0
Vegan,Other,ssb,Cancer (cases),-2756.56739904455,-2421.45219265296,-3124.88127783612,0,0,0
DGAplus,Vegetables,veg_dg,Cancer (cases),-0,-0,-0,0,0,0
Med,Vegetables,veg_dg,Cancer (cases),-0,-0,-0,0,0,0
US,Vegetables,veg_dg,Cancer (cases),-0,-0,-0,0,0,0
Veg,Vegetables,veg_dg,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_dg,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Vegetables,veg_exc_sta,Cancer (cases),-4073.26302225386,-3391.1211122095,-4805.5988268328,0,0,0
Med,Vegetables,veg_exc_sta,Cancer (cases),-4073.26302225386,-3391.1211122095,-4805.5988268328,0,0,0
US,Vegetables,veg_exc_sta,Cancer (cases),-4073.26302225386,-3391.1211122095,-4805.5988268328,0,0,0
Veg,Vegetables,veg_exc_sta,Cancer (cases),-4073.26302225386,-3391.1211122095,-4805.5988268328,0,0,0
Vegan,Vegetables,veg_exc_sta,Cancer (cases),-4073.26302225386,-3391.1211122095,-4805.5988268328,0,0,0
DGAplus,Vegetables,veg_oth,Cancer (cases),-0,-0,-0,0,0,0
Med,Vegetables,veg_oth,Cancer (cases),-0,-0,-0,0,0,0
US,Vegetables,veg_oth,Cancer (cases),-0,-0,-0,0,0,0
Veg,Vegetables,veg_oth,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_oth,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Vegetables,veg_ro,Cancer (cases),-0,-0,-0,0,0,0
Med,Vegetables,veg_ro,Cancer (cases),-0,-0,-0,0,0,0
US,Vegetables,veg_ro,Cancer (cases),-0,-0,-0,0,0,0
Veg,Vegetables,veg_ro,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_ro,Cancer (cases),-0,-0,-0,0,0,0
DGAplus,Vegetables,veg_sta,Cancer (cases),-0,-0,-0,0,0,0
Med,Vegetables,veg_sta,Cancer (cases),-0,-0,-0,0,0,0
US,Vegetables,veg_sta,Cancer (cases),-0,-0,-0,0,0,0
Veg,Vegetables,veg_sta,Cancer (cases),-0,-0,-0,0,0,0
Vegan,Vegetables,veg_sta,Cancer (cases),-0,-0,-0,0,0,0
